dish_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,calorie_label
Noodles with Chicken and Bread,800,40.0,30.0,90.0,🔴 高卡
Korean BBQ Stir-fry,600,40.0,30.0,50.0,🔴 高卡
Sashimi and Fried Food Platter,800,50.0,30.0,70.0,🔴 高卡
Marinated Seafood,250,20.0,10.0,15.0,🔴 高卡
Salad with Eggs and Bacon,450,20.0,25.0,30.0,🔴 高卡
Soy Sauce with Onions,50,1.0,0.5,10.0,🟢 低卡
Mixed Meat and Lotus Root Dish,450,25.0,20.0,50.0,🔴 高卡
Assorted Candy Skewers,250,2.0,5.0,50.0,🔴 高卡
Dahi Puri,350,10.0,15.0,45.0,🔴 高卡
Meat and Scrambled Eggs,450,35.0,30.0,5.0,🔴 高卡
Grilled Chicken Satay,600,40.0,30.0,20.0,🔴 高卡
Mixed Apples and Pears,520,1.0,1.5,140.0,🔴 高卡
Fried Chicken and Egg,500,40.0,30.0,1.0,🔴 高卡
Pakoras in Curry,400,10.0,20.0,50.0,🔴 高卡
Stuffed Meat Roll,300,15.0,20.0,10.0,🔴 高卡
Chicken and Mashed Potatoes,600,40.0,30.0,50.0,🔴 高卡
Jou Tsao,378,10.6,1.5,78.5,🔴 高卡
Soup with Garlic Bread,450,15.0,20.0,50.0,🔴 高卡
Noodle and Soup Combo,600,25.0,20.0,80.0,🔴 高卡
Shrimp Salad with Egg Toast,600,25.0,30.0,50.0,🔴 高卡
Minced Meat with Green Onions,250,20.0,15.0,5.0,🔴 高卡
Noodle Bowl with Fried Eggs,600,30.0,25.0,70.0,🔴 高卡
Rice with seafood and mushrooms,600,30.0,20.0,80.0,🔴 高卡
Pad Krapow,700,40.0,30.0,70.0,🔴 高卡
Jujube,150,1.0,0.5,35.0,🟡 中卡
Chicken Wings with Rice and Vegetables,600,30.0,20.0,80.0,🔴 高卡
Bratwurst,250,15.0,20.0,5.0,🔴 高卡
Snacks or Fried Food,250,5.0,10.0,35.0,🔴 高卡
Salad with Boiled Egg,250,12.0,15.0,20.0,🔴 高卡
Vegetable Casserole,350,20.0,15.0,30.0,🔴 高卡
Steamed Meat Dish,600,50.0,40.0,20.0,🔴 高卡
Braised Eggplant,150,2.0,10.0,15.0,🟡 中卡
Meat Soup and Mixed Dish,600,40.0,30.0,50.0,🔴 高卡
Spicy Bean Sticks,150,10.0,5.0,15.0,🟡 中卡
Hamburger Steak with Noodles,700,40.0,30.0,60.0,🔴 高卡
Sour Cream & Onion Pringles,150,2.0,9.0,15.0,🟡 中卡
Shrimp Pasta with Vegetables,600,40.0,20.0,60.0,🔴 高卡
Savory Tofu Jelly,200,4.0,5.0,35.0,🟡 中卡
Salami on Bread,250,15.0,20.0,30.0,🔴 高卡
Sweet Sauce Sushi,350,10.0,15.0,45.0,🔴 高卡
Cream-filled Pastries,300,4.0,15.0,40.0,🔴 高卡
Mixed rice meal,600,30.0,20.0,80.0,🔴 高卡
Seafood Tofu Stew,450,30.0,20.0,35.0,🔴 高卡
Bread Roll and Sweet Beverage,400,8.0,10.0,70.0,🔴 高卡
Roasted Chicken Wings,300,25.0,20.0,5.0,🔴 高卡
Fried Leaves with Spice,150,5.0,10.0,15.0,🟡 中卡
Decorative Birthday Cake,350,5.0,15.0,50.0,🔴 高卡
Fried Skewers and Potatoes,800,20.0,40.0,100.0,🔴 高卡
Layered Meat Dish,300,25.0,20.0,5.0,🔴 高卡
Dosa with Potato Filling and Chutneys,600,15.0,20.0,80.0,🔴 高卡
Seaweed Snack Rolls,150,6.0,5.0,20.0,🟡 中卡
Stir-fried Bitter Melon with Eggs,250,20.0,15.0,10.0,🔴 高卡
Red Plums,200,2.0,0.5,50.0,🟡 中卡
Salted Pistachios,562,20.0,45.0,28.0,🔴 高卡
Grilled Meat Skewers with Pasta,600,40.0,30.0,50.0,🔴 高卡
Shrimp and Vegetable Plate,600,40.0,20.0,50.0,🔴 高卡
Fried Rice with Seafood,800,40.0,30.0,100.0,🔴 高卡
Mixed Fruit and Vegetable Bowl,250,5.0,10.0,40.0,🔴 高卡
Spicy Green Vegetables,150,3.0,5.0,25.0,🟡 中卡
Shrimp with Bean Sprouts,350,30.0,10.0,40.0,🔴 高卡
Beverage with snacks,300,5.0,10.0,45.0,🔴 高卡
Vegetable and Egg Salad,350,20.0,15.0,30.0,🔴 高卡
Cherry Confiture,250,0.5,0.5,60.0,🔴 高卡
Grape-flavored candy,50,0.5,0.1,12.0,🟢 低卡
Crispy Corn Snack,150,2.0,7.0,20.0,🟡 中卡
Tofu and Meat Soup,300,25.0,15.0,10.0,🔴 高卡
Chicken Curry with Naan,600,40.0,30.0,50.0,🔴 高卡
Spicy Crayfish,300,25.0,15.0,5.0,🔴 高卡
Challah Bread,250,8.0,4.5,45.0,🔴 高卡
McChicken Sandwich,600,25.0,30.0,60.0,🔴 高卡
Roast Duck Noodles,800,50.0,30.0,70.0,🔴 高卡
Sugarcane Juice,150,0.5,0.5,37.0,🟡 中卡
Rice with meat curry,700,30.0,25.0,80.0,🔴 高卡
Potato Latkes,300,5.0,15.0,35.0,🔴 高卡
Crawfish and Chicken Stew,600,40.0,30.0,50.0,🔴 高卡
Salmon and Avocado Salad,800,60.0,50.0,40.0,🔴 高卡
Crawfish with Garlic Butter,350,25.0,15.0,30.0,🔴 高卡
Spicy Fish with Soup,600,40.0,30.0,50.0,🔴 高卡
Orange Cream Cake,350,4.0,15.0,50.0,🔴 高卡
Plum-flavored snack,50,0.2,0.5,12.0,🟢 低卡
Eggs with Cassava,600,25.0,20.0,80.0,🔴 高卡
Chicken Nuggets with Dipping Sauce,400,20.0,22.0,30.0,🔴 高卡
Crispy Fried Protein,350,25.0,20.0,30.0,🔴 高卡
Spicy Chicken with Herbs,450,35.0,20.0,10.0,🔴 高卡
Pasta with Salad,600,20.0,15.0,85.0,🔴 高卡
Shrimp on Bread,250,20.0,10.0,30.0,🔴 高卡
Cheese-filled dough and various snacks,800,25.0,40.0,90.0,🔴 高卡
Noodle with Chicken and Curry,700,40.0,30.0,70.0,🔴 高卡
Seasoned Green Onions,150,3.0,5.0,25.0,🟡 中卡
Chasiu Rice,600,30.0,20.0,70.0,🔴 高卡
Yogurt with Granola,250,5.0,10.0,35.0,🔴 高卡
Macadamia Toffee,200,2.0,10.0,28.0,🟡 中卡
Chicken and Snap Peas Stir-Fry,350,25.0,10.0,30.0,🔴 高卡
Coconut Pistachio Crisps,200,5.0,10.0,25.0,🟡 中卡
Assorted Tiramisu Cake,300,5.0,15.0,40.0,🔴 高卡
Klepon,250,3.0,10.0,40.0,🔴 高卡
Grilled Skewers and Vegetables,600,40.0,30.0,50.0,🔴 高卡
Sizzling Meat Platter,600,40.0,30.0,20.0,🔴 高卡
Colorful Gummy Bears,150,2.0,0.5,35.0,🟡 中卡
Frosted Pancake,450,6.0,20.0,60.0,🔴 高卡
Sweet and Sour Eggs,300,20.0,15.0,25.0,🔴 高卡
Noodle platter with sauces,600,20.0,15.0,90.0,🔴 高卡
Stir-fried noodles with flatbread,600,15.0,20.0,80.0,🔴 高卡
Korean meal with soup and rice,600,30.0,15.0,85.0,🔴 高卡
Meat Box,450,20.0,25.0,35.0,🔴 高卡
Flatbread with dessert,600,10.0,25.0,80.0,🔴 高卡
Mixed Desserts and Noodles,800,15.0,30.0,100.0,🔴 高卡
Shrimp Tacos,450,25.0,15.0,50.0,🔴 高卡
Hot Pot Beef,250,20.0,15.0,5.0,🔴 高卡
Noodles with fried snacks,800,20.0,30.0,100.0,🔴 高卡
Beef Noodle Stir-fry,600,30.0,20.0,70.0,🔴 高卡
Low Fat Cereal Balls,400,10.0,5.0,80.0,🔴 高卡
Fried Fish with Vegetable Pancake,600,40.0,30.0,50.0,🔴 高卡
Stir-fried Fish with Vegetables and Rice,600,35.0,20.0,70.0,🔴 高卡
Wrapped Candy,50,0.5,2.5,8.5,🟢 低卡
Sweet Cream Roll,250,4.0,8.0,40.0,🔴 高卡
Lager Beer,300,2.0,0.0,30.0,🔴 高卡
Chopped Cilantro,23,2.0,0.5,4.0,🟢 低卡
Strawberry Sandwich,250,6.0,5.0,45.0,🔴 高卡
Mixed Vegetable and Meat Stir-fry with Rice,600,30.0,20.0,80.0,🔴 高卡
Shrimp Noodles with Rice,800,30.0,20.0,100.0,🔴 高卡
Corn fritters,300,5.0,10.0,45.0,🔴 高卡
Egg Yolk Pastry,250,5.0,10.0,35.0,🔴 高卡
Pork and Egg Dish,800,40.0,60.0,30.0,🔴 高卡
Shredded Chicken with Sauce,350,30.0,20.0,5.0,🔴 高卡
Tofu and Egg Soup,250,15.0,10.0,20.0,🔴 高卡
Assorted Mini Tarts,800,10.0,40.0,100.0,🔴 高卡
Chopped Bell Peppers,50,1.0,0.5,12.0,🟢 低卡
Ice Cream Popsicle,150,2.0,5.0,25.0,🟡 中卡
Pork with Beans,600,30.0,40.0,50.0,🔴 高卡
Fried Tofu with Greens,400,15.0,20.0,30.0,🔴 高卡
Snack ball,150,2.0,5.0,25.0,🟡 中卡
Sweet Rice Ball Soup,200,3.0,1.5,45.0,🟡 中卡
Chicken Jerky,250,20.0,15.0,5.0,🔴 高卡
Rice Crackers,150,2.0,5.0,25.0,🟡 中卡
Karaage Don,800,40.0,35.0,90.0,🔴 高卡
Fried Meat and Potatoes,400,20.0,25.0,30.0,🔴 高卡
Dumplings with Fried Item,400,20.0,15.0,50.0,🔴 高卡
Lentil Khichdi with Roti,600,20.0,15.0,90.0,🔴 高卡
Beef Tapas,600,40.0,30.0,50.0,🔴 高卡
Fried Noodle Dish,600,20.0,30.0,50.0,🔴 高卡
Crab and Oysters,300,25.0,10.0,0.0,🔴 高卡
Rice Noodle Rolls with Beef,600,30.0,20.0,70.0,🔴 高卡
Oysters and mixed sides,350,25.0,20.0,30.0,🔴 高卡
Egg Noodle Stir-Fry,450,20.0,15.0,60.0,🔴 高卡
Shrimp with Yellow Topping,400,30.0,20.0,25.0,🔴 高卡
Stir-fried vegetables and snails,600,25.0,30.0,50.0,🔴 高卡
Stir-fried Eggplant with Green Beans,300,20.0,15.0,25.0,🔴 高卡
Steamed Fish with Vegetables and Beef with Potatoes,800,50.0,30.0,70.0,🔴 高卡
Rice Bowl with Vegetables,600,20.0,15.0,90.0,🔴 高卡
Tofu Dessert with Tapioca Pearls,300,8.0,5.0,60.0,🔴 高卡
Chicken Stir-Fry with Vegetables,600,40.0,25.0,50.0,🔴 高卡
Steak and Shrimp Plate,600,50.0,30.0,40.0,🔴 高卡
Fries with Chicken,600,20.0,30.0,70.0,🔴 高卡
Steamed Pork with Edamame,250,20.0,15.0,10.0,🔴 高卡
Mixed rice bowl with curry and vegetables,800,40.0,30.0,90.0,🔴 高卡
Chicken with Egg and Vegetables,600,40.0,30.0,50.0,🔴 高卡
Bagels with coffee,600,15.0,10.0,110.0,🔴 高卡
Calcium Cream Cracker,150,2.0,6.0,22.0,🟡 中卡
Mashed Plantains,250,3.0,5.0,45.0,🔴 高卡
Leaf-Wrapped Rice Cake,250,6.0,5.0,45.0,🔴 高卡
Eggs on Toast with Tomatoes,450,18.0,20.0,50.0,🔴 高卡
Eggs in sauce,250,20.0,15.0,5.0,🔴 高卡
Noodles with buns,600,20.0,15.0,90.0,🔴 高卡
Stachyose Snack,50,0.5,0.5,12.0,🟢 低卡
Fish and Vegetable Soup,400,30.0,20.0,15.0,🔴 高卡
Mushroom Dessert,250,5.0,10.0,35.0,🔴 高卡
Wedding Candy,100,1.0,2.0,20.0,🟡 中卡
Spaghetti Bolognese with Salad,700,30.0,25.0,80.0,🔴 高卡
Bún Đậu Mắm Tôm,600,40.0,30.0,50.0,🔴 高卡
Tomato Egg Stew with Starch,350,12.0,15.0,45.0,🔴 高卡
Spicy Curly Fries,400,5.0,20.0,50.0,🔴 高卡
Salmon Stir-Fry,350,25.0,15.0,30.0,🔴 高卡
Matcha Pancake,450,8.0,20.0,60.0,🔴 高卡
Noodles with Chicken and Tomato Sauce,600,25.0,15.0,85.0,🔴 高卡
Sausage and Meatballs with Noodles,600,25.0,30.0,50.0,🔴 高卡
Snack with sauce,150,2.0,5.0,25.0,🟡 中卡
Takeout meal with dessert,600,15.0,20.0,80.0,🔴 高卡
Stir-fried Vegetables with Beef,350,25.0,15.0,30.0,🔴 高卡
Purple Yam Milkshake,250,5.0,8.0,40.0,🔴 高卡
Noodle with Dumplings,600,30.0,20.0,70.0,🔴 高卡
Beef Soup with Sliced Meat,600,40.0,30.0,20.0,🔴 高卡
Dried Fruit Assortment,250,2.0,5.0,55.0,🔴 高卡
Grilled Fish with Sautéed Greens,450,30.0,20.0,40.0,🔴 高卡
Fried Fish with Sides,600,40.0,30.0,50.0,🔴 高卡
Fried Shrimp and Vegetables,600,40.0,30.0,50.0,🔴 高卡
Chinese Dumplings,300,15.0,10.0,45.0,🔴 高卡
Mint Lemonade,50,0.5,0.2,12.0,🟢 低卡
Meat and Pineapple Stir-fry,600,40.0,30.0,50.0,🔴 高卡
Mixed Frozen Berries,150,2.0,1.0,35.0,🟡 中卡
Vegetable and Sandwich Platter,800,25.0,30.0,100.0,🔴 高卡
Skim Milk,83,8.3,0.2,12.3,🟢 低卡
Hot Beef Noodles,350,10.0,14.0,50.0,🔴 高卡
Chicken Wrap with Fries,700,25.0,30.0,80.0,🔴 高卡
Fruit Bar,150,1.0,2.0,30.0,🟡 中卡
Strawberry Cream Dessert,250,3.0,10.0,35.0,🔴 高卡
Pineapple and Pork Stew,250,3.0,5.0,55.0,🔴 高卡
Chicken and Rice with Sausages,700,40.0,30.0,70.0,🔴 高卡
Corn on the Cob with Onion,150,4.0,1.5,33.0,🟡 中卡
Stir-fried beef with rice and vegetables,600,25.0,15.0,90.0,🔴 高卡
Stir-fried Cabbage and Egg,250,12.0,10.0,30.0,🔴 高卡
Vegetable Stir-fry with Roti,600,20.0,15.0,90.0,🔴 高卡
Clams in broth,300,25.0,10.0,30.0,🔴 高卡
Steamed Meat and Egg Dish,600,40.0,30.0,50.0,🔴 高卡
Cheese and Corn Pizza,250,12.0,10.0,30.0,🔴 高卡
Hot Pot Broth,300,10.0,20.0,30.0,🔴 高卡
Fried Sweet Potato Balls,300,6.0,15.0,35.0,🔴 高卡
Spicy Stir-Fried Carrots and Peppers,150,3.0,5.0,25.0,🟡 中卡
Mango Puree,60,0.5,0.1,15.0,🟢 低卡
Stir-fried seafood and vegetables,350,25.0,15.0,30.0,🔴 高卡
Scrambled Eggs with Chives,350,25.0,20.0,10.0,🔴 高卡
Assorted appetizers and fruits,300,15.0,10.0,45.0,🔴 高卡
Beef Burrito,600,25.0,30.0,50.0,🔴 高卡
Beef Wraps,400,25.0,15.0,45.0,🔴 高卡
Pumpkin Dessert,200,3.0,5.0,35.0,🟡 中卡
Glazed Beef,350,30.0,20.0,5.0,🔴 高卡
Fried Potatoes with Bacon,350,15.0,20.0,40.0,🔴 高卡
Bagel with meat and vegetables,350,15.0,10.0,50.0,🔴 高卡
Spicy Soybean Snack,200,5.0,10.0,25.0,🟡 中卡
Stir-fried vegetables with crackers,600,20.0,30.0,70.0,🔴 高卡
Vegetable Dosa,350,12.0,10.0,50.0,🔴 高卡
Steak with Noodles,700,50.0,35.0,60.0,🔴 高卡
Chocolate Dessert,250,5.0,10.0,35.0,🔴 高卡
Fried Sweet Glazed Bites,600,10.0,30.0,70.0,🔴 高卡
Spiced Milk Drink,150,3.0,5.0,25.0,🟡 中卡
Beef with spaghetti and scrambled eggs,700,40.0,30.0,70.0,🔴 高卡
Sushi and Sashimi Bowl,800,60.0,40.0,80.0,🔴 高卡
Rice with sauce and crab,600,25.0,20.0,80.0,🔴 高卡
Curry with Rice and Vegetables,700,30.0,20.0,90.0,🔴 高卡
Fried Rice with Salmon and Vegetable Soup,600,20.0,15.0,90.0,🔴 高卡
Protein Salad,600,35.0,25.0,50.0,🔴 高卡
Gourmet Appetizer Platter,600,25.0,30.0,50.0,🔴 高卡
Noodles with dumplings and fried eggs,800,25.0,30.0,100.0,🔴 高卡
Instant Noodles with Chicken Salad,600,25.0,20.0,80.0,🔴 高卡
Assorted Sushi Platter,800,40.0,30.0,100.0,🔴 高卡
Fried Fish or Tofu,250,10.0,15.0,20.0,🔴 高卡
Camel Yogurt Drink,150,6.0,5.0,20.0,🟡 中卡
Steak and Egg Bowl,700,50.0,45.0,30.0,🔴 高卡
Hard Candy,50,0.0,0.0,13.0,🟢 低卡
Stir-fried Sweet Potato and Meat,600,25.0,30.0,50.0,🔴 高卡
Sashimi Set,600,40.0,20.0,70.0,🔴 高卡
Shrimp and Hot Pot,600,40.0,20.0,50.0,🔴 高卡
Sweet Pastry Balls,300,5.0,10.0,45.0,🔴 高卡
Stewed Vegetables with Nuts,350,20.0,15.0,30.0,🔴 高卡
Vegetable Couscous Salad,250,8.0,7.0,40.0,🔴 高卡
Rolled Cabbage Dish,300,15.0,10.0,40.0,🔴 高卡
Mixed Salad Bowl with Meat,600,35.0,30.0,40.0,🔴 高卡
Wet Cat Food,70,8.0,3.0,5.0,🟢 低卡
Sweet Pumpkin Soup,250,6.0,5.0,45.0,🔴 高卡
Durian with Green Sauce,350,3.0,15.0,60.0,🔴 高卡
Vegetable Rice Noodles,350,10.0,5.0,60.0,🔴 高卡
Mango with Purple Rice,350,5.0,10.0,60.0,🔴 高卡
Grilled Lobster Tails,300,50.0,10.0,0.0,🔴 高卡
Peanuts and wrapped snacks,300,10.0,20.0,30.0,🔴 高卡
Pumpkin Mash,150,2.0,0.5,35.0,🟡 中卡
Sautéed Vegetables,50,1.0,0.5,10.0,🟢 低卡
Shrimp and Dumplings with Vegetables,600,40.0,20.0,60.0,🔴 高卡
Stir-fried Beef and Greens,350,25.0,15.0,30.0,🔴 高卡
Mixed Meat Platter with Fries,800,50.0,45.0,60.0,🔴 高卡
Fried Banana Cakes,300,5.0,15.0,40.0,🔴 高卡
Cooked Liver,250,30.0,15.0,5.0,🔴 高卡
Purple Yam,150,2.0,0.2,35.0,🟡 中卡
Spicy Glazed Ribs,600,30.0,40.0,20.0,🔴 高卡
Eggplant Stew,250,5.0,15.0,30.0,🔴 高卡
Egg and Beef Bowl,600,40.0,30.0,50.0,🔴 高卡
Eggs with Ham and Toast,450,20.0,25.0,40.0,🔴 高卡
Shrimp and Crispy Pork,800,50.0,45.0,30.0,🔴 高卡
Grilled Steak with Roasted Garlic,250,25.0,15.0,10.0,🔴 高卡
Fried Squid with Vegetables,350,25.0,20.0,15.0,🔴 高卡
Processed Meat Platter,400,20.0,30.0,10.0,🔴 高卡
Mixed Salad with Toppings,600,25.0,30.0,50.0,🔴 高卡
Eggs and Steamed Buns,300,20.0,15.0,30.0,🔴 高卡
Stuffed Fried Tofu,350,10.0,15.0,45.0,🔴 高卡
Strawberry Cream Sandwich,250,5.0,8.0,40.0,🔴 高卡
Fruit or Pastry,150,2.0,0.5,35.0,🟡 中卡
Mixed Ingredients Platter,350,20.0,15.0,40.0,🔴 高卡
Curry Ramen with Tonkatsu,800,40.0,30.0,90.0,🔴 高卡
Grilled Meat Platter with Rice,800,50.0,30.0,80.0,🔴 高卡
Beef with vegetables and bread,600,35.0,25.0,50.0,🔴 高卡
Skewered Vegetables,350,10.0,15.0,45.0,🔴 高卡
Fried Vegetable Snack,300,5.0,15.0,35.0,🔴 高卡
Mixed Skewers and Dumplings,800,50.0,40.0,60.0,🔴 高卡
Mixed Seafood and Vegetable Stir-fry with Rice,800,40.0,30.0,100.0,🔴 高卡
Couscous with Stew,600,30.0,20.0,70.0,🔴 高卡
Stir-fried Egg with Meat,450,30.0,25.0,20.0,🔴 高卡
Stir-fried Octopus and Vegetables,350,25.0,15.0,30.0,🔴 高卡
Cucumber and Ham Sandwich,400,15.0,20.0,40.0,🔴 高卡
Mixed Tropical Fruits,150,1.5,0.5,37.0,🟡 中卡
Aloo Tikki,300,6.0,15.0,40.0,🔴 高卡
Grilled Meat with Flatbread,600,30.0,40.0,50.0,🔴 高卡
Cheese and Tomato Puff Pastry,250,6.0,15.0,25.0,🔴 高卡
Matcha Chocolate,150,2.0,8.0,20.0,🟡 中卡
Fried Noodles with Floss,600,20.0,30.0,50.0,🔴 高卡
Rice with Fried Dough,450,10.0,15.0,70.0,🔴 高卡
Stir-fried Green Beans with Seeds,150,5.0,7.0,20.0,🟡 中卡
Spicy Ground Meat Mix,250,10.0,15.0,20.0,🔴 高卡
Colorful Sweet Dumplings,300,6.0,5.0,60.0,🔴 高卡
Tteokbokki and Kimbap,600,20.0,15.0,100.0,🔴 高卡
Shrimp and Beef Tacos,600,40.0,30.0,50.0,🔴 高卡
Instant Seafood Noodles,350,10.0,14.0,50.0,🔴 高卡
Shrimp Salad with Toast,600,30.0,25.0,70.0,🔴 高卡
Tortilla Chips with Dip,117,2.0,6.0,15.0,🟡 中卡
Green Soup with Meat,450,30.0,20.0,40.0,🔴 高卡
Sausages and Meat Block,400,20.0,30.0,5.0,🔴 高卡
Mixed platter with fries and dessert,800,30.0,40.0,90.0,🔴 高卡
Savory Bread with Eggs,600,30.0,20.0,70.0,🔴 高卡
Beef Hot Pot and Fried Chicken,800,50.0,40.0,60.0,🔴 高卡
Rice Porridge with Sausages,600,30.0,25.0,70.0,🔴 高卡
Stir-fried Glass Noodles with Shrimp,400,25.0,15.0,50.0,🔴 高卡
Glass Noodle Salad,250,10.0,5.0,40.0,🔴 高卡
Cheese and Dried Fruit Platter,600,20.0,40.0,50.0,🔴 高卡
Dumplings with vegetables and porridge,600,25.0,20.0,80.0,🔴 高卡
Noodles with Fried Items,600,25.0,20.0,80.0,🔴 高卡
Roasted Chicken with Potatoes and Salad,800,60.0,45.0,50.0,🔴 高卡
Mixed Vegetable and Rice Porridge Meal,600,20.0,15.0,100.0,🔴 高卡
Sparkling Mead,120,0.0,0.0,30.0,🟡 中卡
Sautéed Snap Peas,70,5.0,0.4,12.0,🟢 低卡
Boiled Beef Slices,350,30.0,20.0,5.0,🔴 高卡
Nacho Chips,150,2.0,8.0,18.0,🟡 中卡
Roti with Chicken Curry and Eggs,800,30.0,40.0,90.0,🔴 高卡
Mexican Picnic Platter,600,30.0,20.0,80.0,🔴 高卡
Mixed Vegetable and Meat Stir-fry with Soup,600,35.0,20.0,70.0,🔴 高卡
Cute Animal Pastries,250,5.0,10.0,35.0,🔴 高卡
Pulled Pork Burger,700,40.0,35.0,50.0,🔴 高卡
Noodle with Beef and Egg,600,30.0,25.0,70.0,🔴 高卡
Börek,300,8.0,15.0,35.0,🔴 高卡
Skewered Sausage,250,15.0,20.0,5.0,🔴 高卡
Roasted Animal,800,50.0,60.0,0.0,🔴 高卡
Yellow Rice with Toppings,500,10.0,15.0,80.0,🔴 高卡
Mocha Chocolate Snack,200,2.0,8.0,30.0,🟡 中卡
Meatball Soup with Omelet,600,30.0,25.0,50.0,🔴 高卡
Purple Rice Toast Bread,150,4.0,3.0,28.0,🟡 中卡
Mixed Fried Tofu and Meat,600,40.0,30.0,50.0,🔴 高卡
Clams with Vegetables,250,20.0,5.0,30.0,🔴 高卡
Lentil Curry with Omelet,600,25.0,20.0,80.0,🔴 高卡
Chicken Feet Stir Fry,350,25.0,20.0,10.0,🔴 高卡
Rice with Omelet and Vegetable Side,600,20.0,15.0,90.0,🔴 高卡
Chicken Fettuccine Alfredo,600,30.0,25.0,70.0,🔴 高卡
Mixed Takeout,600,20.0,25.0,70.0,🔴 高卡
Spicy Tofu and Fish with Rice,800,40.0,30.0,100.0,🔴 高卡
Savory Meat and Vegetable Mix,350,20.0,15.0,30.0,🔴 高卡
Seafood Claypot,800,50.0,30.0,70.0,🔴 高卡
Stir-fried Shrimp with Celery,250,20.0,10.0,15.0,🔴 高卡
Vegetable Quinoa Salad,350,15.0,10.0,50.0,🔴 高卡
Mixed Grill Plate,800,45.0,35.0,90.0,🔴 高卡
Mixed Fruit and Grain Salad,600,10.0,15.0,100.0,🔴 高卡
Watermelon Slushy,150,1.0,0.5,35.0,🟡 中卡
Sweet Bread with Filling,400,8.0,10.0,70.0,🔴 高卡
Decorative Pizza,800,40.0,30.0,90.0,🔴 高卡
Chocolate Cream Bread,250,3.0,10.0,35.0,🔴 高卡
Scrambled Eggs with Green Peppers and Rice,600,30.0,15.0,90.0,🔴 高卡
You Tiao,300,5.0,15.0,35.0,🔴 高卡
Mickey Mouse Waffle,350,6.0,15.0,50.0,🔴 高卡
Crab with Cream Sauce,450,30.0,20.0,25.0,🔴 高卡
Grilled Green Onions,150,3.0,5.0,20.0,🟡 中卡
Buckwheat with Omelet and Soup,700,30.0,25.0,85.0,🔴 高卡
Fried Chicken Lo Mein,600,30.0,20.0,70.0,🔴 高卡
Wrap with meat and vegetables,600,30.0,20.0,70.0,🔴 高卡
Cheese-flavored corn snacks,150,2.0,8.0,18.0,🟡 中卡
Floral Dessert,150,2.0,5.0,25.0,🟡 中卡
Mixed Vegetable Dessert,250,5.0,10.0,35.0,🔴 高卡
Strawberry Milkshake,350,5.0,15.0,50.0,🔴 高卡
Vegetable Soup with Protein,350,20.0,15.0,40.0,🔴 高卡
Fruit and Oatmeal Bowl,250,6.0,5.0,45.0,🔴 高卡
Chicken Stew with Rice,600,30.0,15.0,80.0,🔴 高卡
Spicy Clams with Edamame,600,30.0,20.0,50.0,🔴 高卡
Shrimp and Sausage Pasta,600,30.0,20.0,70.0,🔴 高卡
Shrimp and Rice with Soup,600,30.0,15.0,80.0,🔴 高卡
Stir-fried Liver,350,25.0,20.0,10.0,🔴 高卡
Steamed Sausage with Pumpkin,600,25.0,30.0,50.0,🔴 高卡
Vietnamese Bánh Bèo,250,5.0,10.0,35.0,🔴 高卡
Matcha Cookies,200,3.0,10.0,30.0,🟡 中卡
Pasta with Cucumber,250,8.0,2.5,45.0,🔴 高卡
Marinated Chicken Drumsticks,600,50.0,40.0,10.0,🔴 高卡
Cheesy Ham Casserole,350,15.0,20.0,30.0,🔴 高卡
Stir-fried Black Fungus,250,10.0,15.0,20.0,🔴 高卡
Shrimp and Meat Noodle Soup,600,30.0,20.0,70.0,🔴 高卡
Chocolate Bunny Dessert,350,5.0,15.0,50.0,🔴 高卡
Chocolate Soft Serve Ice Cream,250,4.0,10.0,36.0,🔴 高卡
Sautéed Green Beans with Tomatoes and Cucumbers,250,5.0,10.0,35.0,🔴 高卡
Sashimi Platter with Rice,600,40.0,20.0,70.0,🔴 高卡
Spicy Egg Dish,350,15.0,20.0,30.0,🔴 高卡
Roast Chicken with Bread,600,50.0,30.0,40.0,🔴 高卡
Crawfish with Garlic,350,25.0,15.0,30.0,🔴 高卡
Fried Chicken Cutlet with Fries,800,30.0,40.0,70.0,🔴 高卡
Roast Duck and Chicken,800,60.0,45.0,30.0,🔴 高卡
Iced Beverage,250,4.0,8.0,40.0,🔴 高卡
Sausage Sandwiches,800,40.0,30.0,90.0,🔴 高卡
Spicy Dried Fish,250,30.0,10.0,5.0,🔴 高卡
Chinese pancake with fillings and cold noodles,600,20.0,25.0,70.0,🔴 高卡
Beef with Black Rice and Broccoli,600,40.0,20.0,70.0,🔴 高卡
Vegetable Pancakes and Egg Soup,600,25.0,20.0,80.0,🔴 高卡
Plum Drink,50,0.0,0.0,12.0,🟢 低卡
Sushi and Noodle Bowl,800,30.0,20.0,100.0,🔴 高卡
Stir-fried vegetables with spaghetti,600,20.0,15.0,90.0,🔴 高卡
Chicken Mushroom Stew,450,35.0,25.0,10.0,🔴 高卡
Braised Daikon with Pork,250,15.0,10.0,30.0,🔴 高卡
Halo-Halo,350,5.0,15.0,50.0,🔴 高卡
Stir-fried Vegetables with Processed Meat,350,15.0,20.0,30.0,🔴 高卡
Spicy Eggplant,200,2.0,10.0,30.0,🟡 中卡
Braised Meat with Vegetables and Rice,800,60.0,40.0,70.0,🔴 高卡
Hot Dogs with Chips,600,20.0,30.0,50.0,🔴 高卡
